	desc
GO:0090665	"""A protein complex containing at least one glycosylated protein, may be held together by both covalent and noncovalent bonds."" [GOC:pf, PMID:7693675, PMID:8662961]"
GO:0032992	"""A macromolecular complex containing separate protein and carbohydrate molecules. Separate in this context means not covalently bound to each other."" [GOC:mah]"
GO:0036284	"""Actin-based structures involved in establishing close contact between Sertoli-Sertoli cells or Sertoli-spermatids in the seminiferous tubules of the testes."" [GOC:sl, PMID:22510523]"
GO:1990298	"""Protein complex that associates with the kinetochores."" [PMID:22521786]"
GO:1990315	"""A protein complex that consists of a phospho relay component and a MAPK cascade component. The complex is involved in signaling oxidative stress and osmostress."" [PMID:24255738]"
GO:0099023	"""Any protein complex that plays a role in vesicle tethering."" [GOC:dos, GOC:vw, PMID:27243008]"
GO:1990811	"""A protein ternary complex that anchors microtubule minus ends to mitotic spindle pole bodies. The founding complex contains a microtubule anchoring protein (Msd1 in fission yeast), A WD-repeat Wdr8 family protein and and a minus end-directed kinesin."" [PMID:25987607, PMID:29021344]"
GO:0140225	"""A protein complex that has DNA topoisomerase type I and RNA topoisomerase activities."" [GOC:lnp, PMID:23912945, PMID:28176834]"
GO:0110078	"""A protein complex responsible for the stabilisation of protein levels of the phosphatidylinositol 3-kinase-related protein kinase (PIKK) family proteins. The TTT complex can also be found as part of the ASTRA complex (GO:0070209)."" [GOC:lnp, PMID:20810650, PMID:22505622, PMID:28827813]"
GO:0002167	"""A ternary complex consisting of VRK3, VHR (Dusp3), and ERK1 (Mapk3) existing in neuronal cells, and is involved in regulation of the ERK signaling pathway."" [GOC:hjd, PMID:16845380]"
GO:0016272	"""A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics."" [GOC:jl, PMID:17384227, PMID:24068951, PMID:9630229]"
GO:1990904	"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]"
GO:0110142	"""The cytosolic ubiquinone biosynthesis complex is composed of enzymes and accessory factors of the ubiquinone biosynthesis pathway and enables synthesis of the extremely hydrophobic molecule ubiquinone. In E. coli, the complex is composed of seven proteins: UbiE, F, G, H, I, J and K."" [GOC:imk, PMID:27060254, PMID:28927698, PMID:30686758]"
GO:0036398	"""A multi-protein complex containing at least the T-cell receptor complex and the LAT (linker for activation of T cells) scaffold protein. Also contains a variety of signaling proteins including co-receptors, kinases, phosphatases and adaptors such as CD8. Connects events on the plasma membrane to distal signaling cascades to ultimately modulate T cell biology."" [GOC:krc, PMID:17534068, PMID:20107804, PMID:22426112]"
GO:0097057	"""A protein complex comprising tumor necrosis factor (TNF) receptor-associated factor 2 (TRAF2) and glutathione S-transferase pi 1 (GSTP1). This complex is thought to disrupt the TNF signaling cascade, thus down-regulating inflammatory responses."" [GOC:BHF, PMID:16636664]"
GO:0019036	"""Specific locations and structures in the virus infected cell involved in transcribing the viral genome."" [ISBN:0781718325]"
GO:1990527	"""A multiprotein complex that is involved in the transcriptional regulation of primarily filamentation genes, but also mating genes, in the yeast S. cerevisiae."" [GOC:rb, PMID:16782869]"
GO:1990393	"""A protein complex, at least composed of CUL7, CCDC8 and OBSL1, that is required for maintaining microtubule and genome integrity."" [PMID:24793695, PMID:24793696]"
GO:1990065	"""A protein complex that is involved in the MEP pathway of IPP biosynthesis. It catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP)."" [GOC:bhm, PMID:15339150]"
GO:0062049	"""A protein-containing complex that inhibits protein phosphatase activity by directly binding to a protein phosphatase."" [GOC:bhm, PMID:19407142, PMID:19933100]"
GO:1990964	"""A protein complex probably required for the internalization of endosomes during actin-coupled endocytosis. Links the site of endocytosis to the cell membrane-associated actin cytoskeleton, coordinating ARP2/3 stimulation at the later stages of endocytosis. Present in the late endocytic coat."" [GOC:bhm, PMID:10594004, PMID:11739778]"
GO:0033186	"""A conserved heterotrimeric protein complex that promotes histone H3 and H4 deposition onto newly synthesized DNA during replication or DNA repair; specifically facilitates replication-dependent nucleosome assembly with the major histone H3 (H3.1). In many species the CAF-1 subunits are designated p150, p60, and p48."" [PMID:17065558, PMID:17083276]"
GO:1990682	"""A protein complex consisting of a macrophage colony-stimulating factor (CSF1, also called M-CSF) dimer bound to a dimerized receptor (CSF1R, also called FMS). Receptor dimerization requires the presence of the ligand."" [GOC:bf, GOC:BHF, GOC:nc, PMID:19017797]"
GO:0039658	"""A protein complex containing TBK1 (TANK-binding kinase 1), IKBKE (I-Kappa-B kinase epsilon/IKKE/IKK-epsilon) and the DEAD box family RNA helicase DDX3."" [PMID:18636090, VZ:719]"
GO:1990923	"""A protein complex that is composed of at least EXD1, TDRD12 and some PIWI protein. The complex is required for MILI slicing-triggered biogenesis and loading of MIWI2 piRNAs."" [PMID:26669262]"
GO:0097452	"""A protein complex which mediates interferon-gamma-induced transcript-selective translation inhibition in inflammation processes. The complex binds to stem loop-containing GAIT elements in the 3'-UTR of diverse inflammatory mRNAs and suppresses their translation by blocking the recruitment of the 43S ribosomal complex to m7G cap-bound eIF4G. In humans it includes RPL13A, EPRS, SYNCRIP and GAPDH; mouse complexes lack SYNCRIP."" [GOC:br, PMID:15479637, PMID:23071094]"
GO:0140451	"""A secreted multiprotein complex composed of 4 proteins, regulating group size during aggregation in cooperative development. An example of this complex is found in Dictyostelium discoideum."" [PMID:10444594, PMID:12117815, PMID:12912898, PMID:16963635, PMID:18426773]"
GO:0031074	"""Any complex that acts to move proteins or RNAs into or out of the nucleus through nuclear pores."" [GOC:mah]"
GO:0106249	"""A protein complex regulating Nodal signaling. Subunits are highly conserved in vertebrates and include Nicalin, NOMO and TMEM147."" [GOC:al, GOC:bhm, PMID:20538592]"
GO:0160055	"""A protein complex composed of at least GAP45 (gliding-associated protein), GAP50 and myosin heavy and light chains. Anchored via GAP50 to the inner membrane complex of motile and invasive forms of apicomplexan parasites and regulates parasite gliding motility and invasion of host cells."" [PMID:12139608, PMID:15123738, PMID:19577950]"
GO:1990509	"""Protein complex involved in the disassembly of Mago-Y14 from the spliced mRNA during first round of translation, independently of the translational machinery. Conserved from fission yeast to humans."" [GOC:bhm, PMID:14968132]"
GO:0031252	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"
GO:0030496	"""A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."" [ISBN:0815316194]"
GO:0045178	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"
GO:0044297	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"
GO:0097574	"""The region of a polarized cell other than its tips or ends (in some cell types, one end may be called the apex and the other the base). For example, in a polarized epithelial cell, the lateral part includes the cell sides which interface adjacent cells."" [GOC:pr]"
GO:0097448	"""A configuration of neuron spines found on ciliary ganglion neurons in the embryonic and adult brain consisting of patches of closely spaced spines lying flat against the soma."" [NIF_Subcellular:sao2128156969, PMID:10818137]"
GO:0070938	"""A cytoskeletal structure composed of filamentous protein that forms beneath the membrane of many cells or organelles, in the plane of cell or organelle division. Ring contraction is associated with centripetal growth of the membrane that divides the cytoplasm of the two daughter cells or organelles."" [GOC:mah, ISBN:0123645859, ISBN:0792354923, PMID:10791428, PMID:17913889]"
GO:0016020	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"
GO:0030054	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"
GO:0097613	"""The part of a dinoflagellate cell above the cingulum; also referred to as the anterior portion of a dinoflagellate cell. It is separated from the hypocone by the cingulum."" [GOC:at, http://tolweb.org/Dinoflagellates/2445, http://www.sms.si.edu/irlspec/Phyl_Dinofl_Glossary.htm, ISBN:0632009152, Wikipedia:Dinoflagellate#Morphology]"
GO:0060187	"""Either of two different areas at opposite ends of an axis of a cell."" [GOC:dph]"
GO:0042995	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"
GO:0031975	"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]"
GO:0071944	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"
GO:0031254	"""The area of a motile cell opposite to the direction of movement."" [GOC:pg]"
GO:0020039	"""The structure enclosing certain parasite cells such as certain apicomplexa and Euglenozoa; consists of the cell membrane with its associated infrastructure of microtubules, microfilaments and other organelles."" [GOC:mah, GOC:mb]"
GO:0097423	"""An organelle arrangement comprised of the following elements: a mitochondrion positioned near the presynaptic membrane; an electron-dense mitochondrial plaque adjacent to the outer mitochondrial membrane that faces the presynaptic membrane; filament-like elements appearing to link the mitochondrial plaque to a cell-cell junction region (sometimes termed punctum adherens); tubular or vesicular-appearing membrane (also called vesicular chain) interposed among the filaments. Mitochondrion-associated adherens complexes were initially described in the dorsal horn of the spinal cord. They are found in calyces and other large terminals of the auditory brainstem, and in a variety of mammalian species including humans."" [NIF_Subcellular:sao1933817066, PMID:20089910]"
GO:0042597	"""The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria)."" [GOC:go_curators, GOC:md]"
GO:0061827	"""The part of the late spermatid or spermatozoon that contains the nucleus and acrosome."" [PMID:22797892, PMID:24665388]"
GO:0030427	"""Any part of a cell where non-isotropic growth takes place."" [GOC:mah]"
GO:0120219	"""The region of a polarized cell that is just below the apical region. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue so the subapical region is further from the exposed surface and closer to the basal lamina."" [GOC:krc, PMID:29891944]"
GO:0005933	"""A protuberance from a cell of an organism that reproduces by budding, which will grow larger and become a separate daughter cell after nuclear division, cytokinesis, and cell wall formation (when appropriate). The daughter cell may completely separate from the mother cell, or the mother and daughter cells may remain associated."" [GOC:sgd_curators]"
GO:1990015	"""A cell projection (often from glial cells such as Schwann cells) that surrounds an unmyelinated axon or cell soma."" [NIF_Subcellular:sao1376748732]"
GO:0045171	"""A direct connection between the cytoplasm of two cells that is formed following the completion of cleavage furrow ingression during cell division. They are usually present only briefly prior to completion of cytokinesis. However, in some cases, such as the bridges between germ cells during their development, they become stabilised."" [PMID:9635420]"
GO:0045177	"""The region of a polarized cell that forms a tip or is distal to a base. For example, in a polarized epithelial cell, the apical region has an exposed surface and lies opposite to the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"
GO:0032153	"""The eventual plane of cell division (also known as cell cleavage or cytokinesis) in a dividing cell. In Eukaryotes, the cleavage apparatus, composed of septin structures and the actomyosin contractile ring, forms along this plane, and the mitotic, or meiotic, spindle is aligned perpendicular to the division plane. In bacteria, the cell division site is generally located at mid-cell and is the site at which the cytoskeletal structure, the Z-ring, assembles."" [GOC:bf, GOC:imk, GOC:krc, GOC:ns, PMID:12101122, PMID:15380095, PMID:16983191, PMID:18165305]"
GO:0043209	"""An electrically insulating fatty layer that surrounds the axons of many neurons. It is an outgrowth of glial cells: Schwann cells supply the myelin for peripheral neurons while oligodendrocytes supply it to those of the central nervous system."" [GOC:cjm, GOC:jl, NIF_Subcellular:sao593830697, Wikipedia:Myelin]"
GO:0001917	"""The inner segment of a vertebrate photoreceptor containing mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs."" [GOC:add, PMID:12019563]"
GO:1990018	"""Elongated process of a tanycyte, devoid of cytoplasmic extensions, that courses through the hypothalamic nuclei to form small endfoot processes that terminate either on blood vessels or at the pial surface of the brain. A tanycyte is a specialized elongated ventricular ependymal cell."" [ISBN:0195065719, NIF_Subcellular:sao1749953771]"
GO:1990016	"""Elongated portion of a tanycyte that sticks into the periventricular layer of neuropil where it appears to contact a blood vessel; characterized by numerous cytoplasmic extensions. A tanycyte is a specialized elongated ventricular ependymal cell that has processes that extend to the outer, or pial, surface of the CNS."" [ISBN:0195065719, NIF_Subcellular:sao901230115]"
GO:0099080	"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]"
GO:0120280	"""The cilary pro-basal body is an immature, partially assembled form of a ciliary basal body found next to the basal body of a cilium. Pro-basal bodies are not capable of nucleating a cilium. As the cell progresses through the cell cycle, continuing assembly will convert the pro-basal body into a mature basal body that is capable of nucleating a cilium."" [ISBN:0198547684]"
GO:0044217	"""Any constituent part of a secondary organism with which the first organism is interacting."" [GOC:jl]"
GO:0009295	"""The region of a virus, bacterial cell, mitochondrion or chloroplast to which the nucleic acid is confined."" [GOC:bm, GOC:ma, ISBN:3540076689]"
GO:0018995	"""Any cellular component of a host cell. The host is an organism in which another organism, for instance a parasite or symbiont, spends part or all of its life cycle and from which it obtains nourishment and/or protection."" [ISBN:0198506732]"
GO:0097653	"""The part of a cell encompassing the intracellular environment and the plasma membrane; it excludes any external encapsulating structures."" [GOC:curators]"
GO:0140022	"""A giant secretory organelle that comprises a bulb-shape capsule containing a coiled hollow tubule structure attached to it. A cnida defines the phylum Cnidaria."" [Wikipedia:Cnida#Structure_and_function]"
GO:0055044	"""The interconnected cell membranes and intracellular regions of a plant. The interconnections occur via the plasmodesmata."" [GOC:mtg_sensu]"
GO:0031912	"""Complex basket- or funnel-like structure used by the cell to collect food and channel it to the cytostome; includes specialized sub-structures made up of closely-spaced cilia and underlying basal bodies and fibrillar systems."" [PMID:10503189]"
GO:0043226	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"
GO:0031974	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"
GO:0044099	"""A highly specialized structure unique to microsporidia that is required for host cell invasion. In the spore, the polar tube is connected at the anterior end, and then coils around the sporoplasm. Upon appropriate environmental stimulation, the polar tube rapidly discharges out of the spore, pierces a cell membrane and serves as a conduit for sporoplasm passage into the new host cell."" [GOC:mf, PMID:12076771, PMID:9723921]"
GO:0012505	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"
GO:0042763	"""A cell or part of the cell that constitutes an early developmental stage of a spore, a small reproductive body that is highly resistant to desiccation and heat and is capable of growing into a new organism, produced especially by certain bacteria, fungi, algae, and nonflowering plants."" [GOC:jl, ISBN:0395825172]"
GO:0032126	"""A cell part that is composed of the eisosome membrane or MCC domain, a furrow-like plasma membrane sub-domain and associated integral transmembrane proteins, and the proteins (eisosome filaments) that form a scaffolding lattice on the cytoplasmic face. Eisosomes broadly affect overall plasma membrane organization."" [GOC:al, GOC:vw, PMID:16496001, PMID:22368779]"
GO:0032179	"""The slender tubular outgrowth first produced by most spores in germination."" [ISBN:0877799148]"
GO:0098862	"""A cell part consisting of multiple, closely packed actin-based cell projections."" [GOC:dos]"
GO:0072324	"""Ascus cytoplasm that is not packaged into ascospores."" [DOI:10.1016/S0953-7562(96)80057-8, GOC:mcc]"
GO:0120307	"""An extended membranous thread which firmly connects the plasma membrane to the cell wall during plasmolysis such that the plasma membrane does not separate from the cell wall completely."" [GOC:krc, PMID:32397402]"
GO:0005622	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"
GO:0030428	"""A structure composed of peptidoglycan and often chitin in addition to other materials. It usually forms perpendicular to the long axis of a cell or hypha and grows centripetally from the cell wall to the center of the cell and often functions in the compartmentalization of a cell into two daughter cells."" [GOC:clt, ISBN:0471940526]"
GO:0097614	"""The part of a dinoflagellate cell below the cingulum; also referred to as the posterior portion of a dinoflagellate cell. It is separated from the epicone by the cingulum."" [GOC:at, http://tolweb.org/Dinoflagellates/2445, http://www.sms.si.edu/irlspec/Phyl_Dinofl_Glossary.htm, ISBN:0632009152, Wikipedia:Dinoflagellate#Morphology]"
GO:0120212	"""A centrosome-based structure consisting of two cylindrical microtubule-based centrioles and associated components which anchors the flagellum to the sperm head."" [GOC:krc, PMID:24415959, PMID:30032984]"
GO:0036477	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"
GO:0005576	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"
GO:0009986	"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]"
